adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001549727-19-000002	1434674	CHINA MEDIA INC.	7812	CN		BEILIN DISTRICT, XI'AN	710068	12/F, BLOCK D, CHANG AN GUO JI,	NO. 88 NAN GUAN ZHENG STREET	(86) 298765-1114	CN		BEILIN DISTRICT, XI'AN	710068	12/F, BLOCK D, CHANG AN GUO JI,	NO. 88 NAN GUAN ZHENG STREET	US	NV	000000000	PROTECWERX INC.	20080508	4-NON	0	0630	10-Q	20181231	2019	Q2	20190214	2019-02-14 12:02:00.0	0	1	chnd-20181231.xml	1					
0001549727-19-000007	1703073	VIVIC CORP.	4700	US	NV	LAS VEGAS	89107	800 N RAINBOW BLVD, SUITE 208-29		(702) 984-3984	US	NV	LAS VEGAS	89107	800 N RAINBOW BLVD, SUITE 208-29		US	NV	981353606			4-NON	0	0430	10-Q/A	20190131	2018	Q3	20190328	2019-03-27 20:02:00.0	0	1	vivc-20190131.xml	1					
0001549848-19-000035	1549848	HI-CRUSH PARTNERS LP	1400	US	TX	HOUSTON	77056	1330 POST OAK BLVD.	SUITE 600	713-980-6200	US	TX	Houston	77056	1330 POST OAK BLVD.	SUITE 600	US	DE	900840530			1-LAF	1	1231	10-K	20181231	2018	FY	20190220	2019-02-19 18:59:00.0	0	1	a2018hclp10-k_htm.xml	1		932956928.00	20180630		
0001549983-19-000003	1432939	CREDEX CORP	6199	US	FL	ORANGE CITY	32763	454 TREEMONT DRIVE		386-218-6823	US	FL	ORANGE CITY	32763	454 TREEMONT DRIVE		US	FL	161731286			4-NON	0	1231	10-K	20181231	2018	FY	20190329	2019-03-29 06:19:00.0	0	1	crdx-20181231.xml	1		0.00	20190327		
0001551152-19-000008	1551152	ABBVIE INC.	2834	US	IL	NORTH CHICAGO	60064	1 NORTH WAUKEGAN ROAD		(847) 932-7900	US	IL	NORTH CHICAGO	60064	1 NORTH WAUKEGAN ROAD		US	DE	320375147			1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:46:00.0	0	1	abbv-20181231.xml	1		138865442816.00	20180630		
0001551163-19-000008	1626696	STAR WEALTH GROUP INC.	2750	HK		KOWLOON	HK	R24 FLAT C 5/F,WAH MOW FACTORY BUILDING	5-7 NG FONG STREET, SAN PO KANG	852 6519 7111	HK		KOWLOON	HK	R24 FLAT C 5/F,WAH MOW FACTORY BUILDING	5-7 NG FONG STREET, SAN PO KANG	US	NV	000000000	TERAFOX CORP	20141201	4-NON	0	0930	10-K	20180930	2018	FY	20190114	2019-01-14 16:01:00.0	0	0	star-20180930.xml	1		29737000.00	20180331		
0001551163-19-000010	1684508	CANNIS, INC.	7372	MY		KUALA LUMPUR	59200	LEVEL 9, MELILEA TOWER, NO. 6, AVENUE 3	THE HORIZON, BANGSAR SOUTH, NO. 8, JALAN	60322420484	MY		KUALA LUMPUR	59200	LEVEL 9, MELILEA TOWER, NO. 6, AVENUE 3	THE HORIZON, BANGSAR SOUTH, NO. 8, JALAN	US	NV	981322537	ZARTEX INC.	20160913	4-NON	0	0831	10-Q	20181130	2019	Q1	20190114	2019-01-14 16:07:00.0	0	0	cann-20181130.xml	1		6340000.00	20180228		
0001551163-19-000027	1104280	SANGUI BIOTECH INTERNATIONAL INC	2834	US	UT	FARMINGTON	84025	291 SOUTH 200 WEST	P.O. BOX 832	011 49 1607 412717	US	UT	FARMINGTON	84025	291 SOUTH 200 WEST	P.O. BOX 832	US	CO	841330732	FELNAM INVESTMENTS INC	20000127	4-NON	0	0630	10-Q	20181231	2019	Q2	20190213	2019-02-13 17:17:00.0	0	0	sgbi-20181231.xml	1		199295504.00	20181231		
0001551163-19-000037	1434737	SPIRITS TIME INTERNATIONAL, INC.	1311	US	UT	OGDEN	84403	1661 LAKEVIEW CIRCLE		(801) 399-3632	US	UT	OGDEN	84403	1661 LAKEVIEW CIRCLE		US	NV	203455830	SEARS OIL & GAS	20080509	4-NON	0	1231	10-Q/A	20180930	2018	Q3	20190215	2019-02-15 15:01:00.0	0	0	stii-20180930.xml	1		6681005.00	20180630		
0001551163-19-000040	1626696	STAR WEALTH GROUP INC.	2750	HK		KOWLOON	HK	R24 FLAT C 5/F,WAH MOW FACTORY BUILDING	5-7 NG FONG STREET, SAN PO KANG	852 6519 7111	HK		KOWLOON	HK	R24 FLAT C 5/F,WAH MOW FACTORY BUILDING	5-7 NG FONG STREET, SAN PO KANG	US	NV	000000000	TERAFOX CORP	20141201	4-NON	0	0930	10-Q	20181231	2019	Q1	20190221	2019-02-21 13:33:00.0	0	0	star-20181231.xml	1		29737000.00	20180331		
0001551163-19-000046	1134982	PREVENTION INSURANCE COM INC	6411	MY		SELENGOR	47400	UNIT 604, UPTOWN 1, NO.1 JALAN SS21/58,	DAMANSARA UPTOWN, 47400 PETALING JAYA	60 3 6258 5887	MY		SELENGOR	47400	UNIT 604, UPTOWN 1, NO.1 JALAN SS21/58,	DAMANSARA UPTOWN, 47400 PETALING JAYA			880126444	PREVENTION INSURANCE COM	20010214	4-NON	0	0430	10-Q	20190131	2019	Q3	20190314	2019-03-14 16:24:00.0	0	0	pici-20190131.xml	1		2234465.00	20181031		
0001551163-19-000049	894560	BIOETHICS LTD	6770	US	UT	OGDEN	84403	1661 LAKEVIEW CIRCLE		(801) 399-3632	US	UT	OGDEN	84403	1661 LAKEVIEW CIRCLE		US	NV	870485312			4-NON	0	1231	10-K	20181231	2018	FY	20190319	2019-03-19 12:14:00.0	0	0	bioe-20181231.xml	1		11000000.00	20180630		
0001551182-19-000045	1551182	EATON CORP PLC	3590	IE		DUBLIN	DUBLIN 4	30 PEMBROKE ROAD	EATON HOUSE	353 1637 2900	IE		DUBLIN	DUBLIN 4	30 PEMBROKE ROAD	EATON HOUSE			981059235	EATON CORP LTD	20120530	1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 15:06:00.0	0	1	etn-20181231.xml	1		32399998976.00	20180630		
0001551986-19-000019	1551986	INNOVATE BIOPHARMACEUTICALS, INC.	2834	US	NC	RALEIGH	27615	8480 HONEYCUTT ROAD	SUITE 120	919-275-1933	US	NC	RALEIGH	27615	8480 HONEYCUTT ROAD	SUITE 120	US	DE	000000000	MONSTER DIGITAL, INC.	20150930	2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 17:15:00.0	0	1	innt-20181231.xml	1		313000000.00	20180629		
0001552000-19-000006	1552000	MPLX LP	4610	US	OH	FINDLAY	45840	200 E. HARDIN STREET		(419) 421-2159	US	OH	FINDLAY	45840	200 E. HARDIN STREET				270005456			1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 14:24:00.0	0	1	mpc-20181231.xml	1		9799999488.00	20180630		
0001552033-19-000010	1552033	TRANSUNION	7320	US	IL	CHICAGO	60661	555 WEST ADAMS STREET		(312) 985-2000	US	IL	CHICAGO	60661	555 WEST ADAMS STREET		US	DE	611678417	TRANSUNION HOLDING COMPANY, INC.	20120612	1-LAF	1	1231	10-K	20181231	2018	FY	20190214	2019-02-14 16:22:00.0	0	1	ck0001552033-20181231.xml	1		13200000000.00	20180630		
0001552164-19-000004	1552164	AVRA INC.	3651	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD		844-287-2462	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD				364789798			5-SML	0	0131	10-K	20180131	2018	FY	20190129	2019-01-29 14:51:00.0	0	0	avrn-20180131.xml	1		0.00	20180731		
0001552164-19-000006	1552164	AVRA INC.	3651	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD		844-287-2462	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD				364789798			5-SML	0	0131	10-Q	20180430	2019	Q1	20190204	2019-02-01 19:38:00.0	0	0	avrn-20180430.xml	1		0.00	20170731		
0001552164-19-000009	1552164	AVRA INC.	3651	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD		844-287-2462	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD				364789798			5-SML	0	0131	10-Q	20180731	2019	Q2	20190204	2019-02-01 20:14:00.0	0	0	avrn-20180731.xml	1		0.00	20170731		
0001552164-19-000010	1552164	AVRA INC.	3651	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD		844-287-2462	US	SC	GREENVILLE	29615	115 PELHAM COMMONS BOULEVARD				364789798			5-SML	0	0131	10-Q	20181031	2019	Q3	20190204	2019-02-04 08:43:00.0	0	0	avrn-20181031.xml	1		0.00	20180731		
0001552275-19-000011	1552275	SUNOCO LP	5172	US	TX	DALLAS	75225	8111 WESTCHESTER DR., SUITE 400		(832) 234-3600	US	TX	DALLAS	75225	8111 WESTCHESTER DR., SUITE 400		US	DE	300740483	SUSSER PETROLEUM PARTNERS LP	20120614	1-LAF	1	1231	10-K	20181231	2018	FY	20190222	2019-02-22 13:14:00.0	0	1	sun-20181231.xml	1		1300000000.00	20170630		
0001552781-19-000011	1677897	UPAY	7372	US	TX	DALLAS	75234	3010 LBJ FWY	SUITE 1200	9728886052	US	TX	DALLAS	75234	3010 LBJ FWY	SUITE 1200	US	NV	371793622			4-NON	0	0228	10-Q	20180831	2019	Q2	20190111	2019-01-11 12:11:00.0	0	1	cik1677897-20180831.xml	1		0.00	20190109		
0001552781-19-000030	1677897	UPAY	7372	US	TX	DALLAS	75234	3010 LBJ FWY	SUITE 1200	9728886052	US	TX	DALLAS	75234	3010 LBJ FWY	SUITE 1200	US	NV	371793622			4-NON	0	0228	10-Q	20181130	2019	Q3	20190122	2019-01-22 14:52:00.0	0	1	cik1677897-20181130.xml	1		0.00	20190122		
0001552781-19-000072	870385	CAROLINA FINANCIAL CORP	6022	US	SC	CHARLESTON	29401	288 MEETING STREET		843-723-7700	US	SC	CHARLESTON	29401	288 MEETING STREET				571039673			1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 11:03:00.0	0	1	caro-20181231.xml	1		911858624.00	20180630		
0001552781-19-000096	1522327	ENTEGRA FINANCIAL CORP.	6036	US	NC	FRANKLIN	28734	14 ONE CENTER COURT		(828) 524-7000	US	NC	FRANKLIN	28734	PO BOX 1499				452460660	MACON FINANCIAL CORP.	20110602	2-ACC	0	1231	10-K	20181231	2018	FY	20190314	2019-03-14 14:32:00.0	0	1	enfc-20181231.xml	1		201899999232.00	20180630		
0001552781-19-000098	932781	FIRST COMMUNITY CORP /SC/	6022	US	SC	LEXINGTON	29072	5455 SUNSET BLVD		8032538875							US	SC	571010751			2-ACC	0	1231	10-K	20181231	2018	FY	20190314	2019-03-14 16:17:00.0	0	1	fcco-20181231.xml	1		178249488.00	20180630		
0001552781-19-000124	1089907	SWK HOLDINGS CORP	6159	US	TX	DALLAS	75254	14755 PRESTON ROAD	SUITE 105	(972) 687-7250	US	TX	DALLAS	75254	14755 PRESTON ROAD	SUITE 105	US	DE	770435679	KANA SOFTWARE INC	20011114	4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 16:17:00.0	0	1	swkh-20181231.xml	1		38389712.00	20180629		
0001552797-19-000011	1552797	DELEK LOGISTICS PARTNERS, LP	4610	US	TN	BRENTWOOD	37027	7102 COMMERCE WAY		(615) 771-6701	US	TN	BRENTWOOD	37027	7102 COMMERCE WAY		US	DE	455379027			2-ACC	0	1231	10-K	20181231	2018	FY	20190301	2019-03-01 16:56:00.0	0	1	dkl-10kx123118_htm.xml	1		241075344.00	20180630		
0001552800-19-000005	1552800	TILE SHOP HOLDINGS, INC.	5700	US	MN	PLYMOUTH	55441	14000 CARLSON PARKWAY		763-852-2950	US	MN	PLYMOUTH	55441	14000 CARLSON PARKWAY		US	DE	455538095			2-ACC	0	1231	10-K	20181231	2018	FY	20190226	2019-02-26 17:18:00.0	0	1	tts-20181231.xml	1		300224832.00	20180630		
0001553023-19-000040	1553023	CYRUSONE INC.	6798	US	TX	DALLAS	75201	2101 CEDAR SPRINGS ROAD	SUITE 900	(972) 350-0060	US	TX	DALLAS	75201	2101 CEDAR SPRINGS ROAD	SUITE 900	US	MD	000000000			1-LAF	1	1231	10-K	20181231	2018	FY	20190222	2019-02-22 17:16:00.0	0	1	cone-20181231.xml	1		5800000000.00	20180630		
0001553350-19-000038	1570132	ANVI GLOBAL HOLDINGS, INC.	5400	US	NC	CARY	27511	1135 KILDAIRE FARM ROAD	SUITE 319-4	408 821 4491	US	NC	CARY	27511	1135 KILDAIRE FARM ROAD	SUITE 319-4	US	NV	331226144	VETRO, INC.	20130220	4-NON	0	0228	10-Q	20181130	2019	Q3	20190114	2019-01-14 10:09:00.0	0	1	anvi-20181130.xml	1					
0001553350-19-000068	1616156	WEWARDS, INC.	7370	US	NV	LAS VEGAS	89102	2960 WEST SAHARA AVENUE		702-944-5599	US	NV	LAS VEGAS	89102	2960 WEST SAHARA AVENUE		US	NV	331230099	GLOBAL ENTERTAINMENT CLUBS, INC.	20170227	4-NON	0	0531	10-Q	20181130	2019	Q2	20190118	2019-01-18 16:29:00.0	0	1	wewa-20181130.xml	1					
0001553350-19-000076	1358633	INTELLIGENT BUYING, INC.	5734	US	NY	BROOKLYN	11215	400 SEVENTH AVENUE		718-788-4014	US	NY	BROOKLYN	11215	400 SEVENTH AVENUE		US	CA	200956471			4-NON	0	1231	10-Q	20180331	2018	Q1	20190122	2019-01-22 16:57:00.0	0	1	intb-20180331.xml	1					
0001553350-19-000090	1325964	LIGHTWAVE LOGIC, INC.	3080	US	CO	ENGLEWOOD	80112	369 INVERNESS PARKWAY	SUITE 350	(720) 340-4949	US	CO	ENGLEWOOD	80112	369 INVERNESS PARKWAY	SUITE 350	US	NV	820497368	THIRD-ORDER NANOTECHNOLOGIES INC	20070320	5-SML	0	1231	S-1	20180930	2018	Q3	20190130	2019-01-30 17:03:00.0	0	1	lwlg-20180930.xml	1					
0001553350-19-000115	788920	PRO DEX INC	3841	US	CA	IRVINE	92614	2361 MCGAW AVENUE		949-769-3231	US	CA	IRVINE	92614	2361 MCGAW AVENUE		US	CA	000000000	PRO-DEX, INC.	20151110	4-NON	0	0630	10-Q	20181231	2019	Q2	20190207	2019-02-07 16:01:00.0	0	1	pdex-20181231.xml	1					
0001553350-19-000138	828530	ADMIRAL FINANCIAL CORP	6035	US	FL	SOUTH MIAMI	33143	7101 SOUTHWEST 67TH AVENUE		(305) 669-6117	US	FL	SOUTH MIAMI	33143	7101 SOUTHWEST 67TH AVENUE		US	FL	592806414			4-NON	0	0630	10-Q	20181231	2019	Q2	20190212	2019-02-12 17:08:00.0	0	0	adfk-20181231.xml	1					
0001553350-19-000161	1006840	CANG BAO TIAN XIA INTERNATIONAL ART TRADE CENTER, INC.	5010	CN		HAINAN PROVINCE	570203	5-1-1206 HEFENG JIANGAN, NIANQING RD.	MEILAN DISTRICT, HAIKOU	86-898-66186181	CN		HAINAN PROVINCE	570203	5-1-1206 HEFENG JIANGAN, NIANQING RD.	MEILAN DISTRICT, HAIKOU			470925451	ZHONGCHAI MACHINERY, INC.	20101015	4-NON	0	0630	10-Q	20181231	2019	Q2	20190219	2019-02-19 17:07:00.0	0	1	txcb-20181231.xml	1					
0001553350-19-000199	1487198	ASPEN GROUP, INC.	8200	US	NY	NEW YORK	10001	276 FIFTH AVENUE	SUITE 505	646-448-5144	US	NY	NEW YORK	10001	276 FIFTH AVENUE	SUITE 505	US	DE	271933597	ELITE NUTRITIONAL BRANDS, INC.	20111011	2-ACC	0	0430	10-Q	20190131	2019	Q3	20190311	2019-03-11 16:04:00.0	0	1	aspu-20190131.xml	1					
0001553350-19-000212	921560	MOREGAIN PICTURES, INC.	6770	US	CA	BURBANK	91502	120 S VICTORY BLVD.	STE. 205	(626) 319-6216	US	CA	BURBANK	91502	120 S VICTORY BLVD.	STE. 205			410990229	ALADDIN INTERNATIONAL INC /MN/	19940411	4-NON	0	0630	10-Q	20181231	2019	Q2	20190313	2019-03-13 16:50:00.0	0	1	mgpc-20181231.xml	1					
0001553350-19-000222	1325964	LIGHTWAVE LOGIC, INC.	3080	US	CO	ENGLEWOOD	80112	369 INVERNESS PARKWAY	SUITE 350	(720) 340-4949	US	CO	ENGLEWOOD	80112	369 INVERNESS PARKWAY	SUITE 350	US	NV	820497368	THIRD-ORDER NANOTECHNOLOGIES INC	20070320	2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:02:00.0	0	1	lwlg-20181231.xml	1		84578680.00	20180630		
0001553350-19-000245	1358633	INTELLIGENT BUYING, INC.	5734	US	NY	BROOKLYN	11215	400 SEVENTH AVENUE		718-788-4014	US	NY	BROOKLYN	11215	400 SEVENTH AVENUE		US	CA	200956471			4-NON	0	1231	10-Q	20180630	2018	Q2	20190325	2019-03-25 12:40:00.0	0	1	intb-20180630.xml	1					
0001553350-19-000248	1019787	PURADYN FILTER TECHNOLOGIES INC	3714	US	FL	BOYNTON BEACH	33426	2017 HIGH RIDGE ROAD		5615479499	US	FL	BOYNTON BEACH	33426	2017 HIGH RIDGE ROAD		US	DE	141708544	T F PURIFINER INC	19960726	4-NON	0	1231	10-K	20181231	2018	FY	20190326	2019-03-26 09:20:00.0	0	1	pfti-20181231.xml	1		739897.00	20180629		
0001553350-19-000267	1476963	HEAT BIOLOGICS, INC.	2834	US	NC	DURHAM	27713	801 CAPITOLA DRIVE		919-240-7133	US	NC	DURHAM	27713	801 CAPITOLA DRIVE		US	DE	262844103			4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 07:47:00.0	0	1	htbx-20181231.xml	1		49651208.00	20180630		
0001553350-19-000269	1448705	BASANITE, INC.	7310	US	FL	POMPANO BEACH	33069	2041 NW 15THAVENUE		855-232-3282	US	FL	POMPANO BEACH	33069	2041 NW 15THAVENUE		US	NV	204959207	PAYMEON, INC.	20130627	4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 10:39:00.0	0	1	basa-20181231.xml	1		6755071.00	20180629		
0001553350-19-000273	1436161	UNITED CANNABIS CORP	2834	US	CO	GOLDEN	80401	301 COMMERCIAL RD.	UNIT D	844-278-2420	US	CO	GOLDEN	80401	301 COMMERCIAL RD.	UNIT D	US	CO	261391338	MYSKIN, INC.	20080528	4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 12:01:00.0	0	1	cnab-20181231.xml	1		24262000.00	20180630		
0001553350-19-000281	1403676	GELTECH SOLUTIONS, INC.	2820	US	FL	JUPITER	33458	1460 PARK LANE SOUTH	SUITE 1	561-427-6144	US	FL	JUPITER	33458	1460 PARK LANE SOUTH	SUITE 1	US	DE	562600575			4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 16:47:00.0	0	1	gltc-20181231.xml	1		7300000.00	20180630		
0001553350-19-000289	888981	NOCOPI TECHNOLOGIES INC/MD/	3944	US	PA	KING OF PRUSSIA	19406	480 SHOEMAKER ROAD	SUITE 104	6108349600	US	PA	KING OF PRUSSIA	19406	480 SHOEMAKER ROAD	SUITE 104	US	MD	870406496			4-NON	0	1231	10-K	20181231	2018	FY	20190329	2019-03-29 17:06:00.0	0	1	nnup-20181231.xml	1		2325000.00	20180630		
0001554795-19-000010	1570937	ALTAIR INTERNATIONAL CORP.	3841	US	NV	HENDERSON	89074-7722	2360 CORPORATE CIRCLE STE 400		702-988-8801	US	NV	HENDERSON	89074-7722	2360 CORPORATE CIRCLE STE 400		US	NV	990385465			4-NON	0	0331	10-Q	20181231	2019	Q3	20190123	2019-01-23 15:25:00.0	0	1	atao-20181231.xml	1					
0001554795-19-000029	1507181	MOUNTAIN HIGH ACQUISITIONS CORP.	3600	US	AZ	SCOTTSDALE	85254	6501 E. GREENWAY PKWY	SUITE 103-412	303-544-2115	US	AZ	SCOTTSDALE	85254	6501 E. GREENWAY PKWY	SUITE 103-412	US	CO	273515499	WIRELESS ATTACHMENTS, INC.	20101207	4-NON	0	0331	10-Q	20181231	2019	Q3	20190214	2019-02-14 15:14:00.0	0	1	myhi-20181231.xml	1					
0001554795-19-000043	790179	PRESTIGE CAPITAL CORP	6792	US	UT	SALT LAKE CITY	84106	2157 S LINCOLN STREET	SUITE 220	8013232395	US	UT	SALT LAKE CITY	84106	2157 S LINCOLN STREET	SUITE 220	US	NV	930945181	HOOD VENTURES INC	19991201	4-NON	0	1231	10-K	20181231	2018	FY	20190226	2019-02-26 12:03:00.0	0	1	pgec-20181231.xml	1		0.00	20180630		
0001554795-19-000056	1060219	SALISBURY BANCORP INC	6035	US	CT	LAKEVILLE	06039-1868	5 BISSELL ST	PO BOX 1868	8604359801	US	CT	LAKEVILLE	06039-1868	5 BISSELL ST	PO BOX 1868	US	CT	061514263			2-ACC	0	1231	10-K	20181231	2018	FY	20190315	2019-03-15 12:05:00.0	0	1	sal-20181231.xml	1		106300000.00	20180630		
0001554795-19-000061	1130889	CANCER CAPITAL CORP	6770	US	UT	SALT LAKE CITY	84106	2157 S. LINCOLN		801-323-2395	US	UT	SALT LAKE CITY	84106	2157 S. LINCOLN		US	WY	911803648			4-NON	0	1231	10-K	20181231	2018	FY	20190319	2019-03-19 11:38:00.0	0	1	cncl-20181231.xml	1		0.00	20180630		
0001554795-19-000063	1118072	SKINOVATION PHARMACEUTICAL INC	6770	US	UT	SALT LAKE CITY	84106	2157 S. LINCOLN ST		8013232395	US	UT	SALT LAKE CITY	84106	2157 S. LINCOLN ST		US	WY	870458170			4-NON	0	1231	10-K	20181231	2018	FY	20190319	2019-03-19 11:41:00.0	0	1	skin-20181231.xml	1		0.00	20180630		
0001555039-19-000006	1555039	FRONT YARD RESIDENTIAL CORP	6500	VI		CHRISTIANSTED	00820	5100 TAMARIND REEF		340-692-1055	VI		CHRISTIANSTED	00820	5100 TAMARIND REEF				460633510	ALTISOURCE RESIDENTIAL CORP	20120726	2-ACC	0	1231	10-K	20181231	2018	FY	20190227	2019-02-27 07:36:00.0	0	1	aamc-20181231.xml	1		410500000.00	20180629		
0001555074-19-000004	1555074	ALTISOURCE ASSET MANAGEMENT CORP	6500	VI		CHRISTIANSTED	00820	5100 TAMARIND REEF		(340) 692-1055	VI		CHRISTIANSTED	00820	5100 TAMARIND REEF		VI		660783125			4-NON	0	1231	10-K	20181231	2018	FY	20190227	2019-02-27 07:35:00.0	0	1	aamc-20181231.xml	1		40600000.00	20180629		
0001555082-19-000005	1555082	EP ENERGY LLC	1311	US	TX	HOUSTON	77002	1001 LOUISIANA STREET		713.997.1000	US	TX	HOUSTON	77002	1001 LOUISIANA STREET		US	DE	454871021			4-NON	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 15:03:00.0	0	1	epe-20181231.xml	1		0.00	20180630		
0001555280-19-000041	1555280	ZOETIS INC.	2834	US	NJ	PARSIPPANY	07054	10 SYLVAN WAY		973-822-7000	US	NJ	PARSIPPANY	07054	10 SYLVAN WAY				460696167			1-LAF	1	1231	10-K	20181231	2018	FY	20190214	2019-02-14 17:09:00.0	0	1	zts-20181231.xml	1		41086001152.00	20180630		
0001555538-19-000003	1555538	SUNCOKE ENERGY PARTNERS, L.P.	3312	US	IL	LISLE	60532	1011 WARRENVILLE ROAD	SUITE 600	630-824-1000	US	IL	LISLE	60532	1011 WARRENVILLE ROAD	SUITE 600	US	DE	322451470			2-ACC	0	1231	10-K	20181231	2018	FY	20190215	2019-02-15 08:29:00.0	0	1	sxc-20181231.xml	1		251920816.00	20180630		
0001556244-19-000007	1088638	MASTERMIND, INC.	7310	US	GA	ATLANTA	30309	1450 W. PEACHTREE ST. NW		678-420-4000	US	GA	ATLANTA	30309	1450 W. PEACHTREE ST. NW				823807447	COCONNECT, INC.	20140505	5-SML	0	0930	10-K	20180930	2018	FY	20190115	2019-01-15 16:06:00.0	0	1	mmnd-20180930.xml	1		25486000.00	20180331		
0001556244-19-000027	1011060	ADVANSOURCE BIOMATERIALS CORP	3841	US	MA	WILMINGTON	01887	229 ANDOVER STREET		978-657-0075	US	MA	WILMINGTON	01887	229 ANDOVER STREET		US	DE	043186647	CARDIOTECH INTERNATIONAL INC	19960321	5-SML	0	0331	10-Q	20181231	2019	Q3	20190219	2019-02-19 13:39:00.0	0	1	asnb-20181231.xml	1		17380000.00	20180930		
0001556244-19-000030	1088638	MASTERMIND, INC.	7310	US	GA	ATLANTA	30309	1450 W. PEACHTREE ST. NW		678-420-4000	US	GA	ATLANTA	30309	1450 W. PEACHTREE ST. NW				823807447	COCONNECT, INC.	20140505	5-SML	0	0930	10-Q	20181231	2019	Q1	20190219	2019-02-19 16:05:00.0	0	1	mmnd-20181231.xml	1		25486000.00	20180331		
0001556364-19-000017	1556364	OWENS REALTY MORTGAGE, INC.	6798	US	CA	WALNUT CREEK	94595	2221 OLYMPIC BOULEVARD		925-935-3840	US	CA	WALNUT CREEK	94595	2221 OLYMPIC BOULEVARD		US	MD	460778087			2-ACC	0	1231	10-K	20181231	2018	FY	20190315	2019-03-15 16:02:00.0	0	1	orm-20181231.xml	1		139040992.00	20180630		
0001556593-19-000006	1556593	NEW RESIDENTIAL INVESTMENT CORP.	6798	US	NY	NEW YORK	10105	1345 Avenue of the Americas		212-479-3195	US	NY	New York	10105	1345 Avenue of the Americas				453449660	NEW RESIDENTIAL INVESTMENT LLC	20121214	1-LAF	1	1231	10-K	20181231	2018	FY	20190219	2019-02-15 18:58:00.0	0	1	nrz-20181231.xml	1		4700000256.00	20180630		
0001556727-19-000018	1556727	FIRST NORTHWEST BANCORP	6036	US	WA	PORT ANGELES	98362	105 WEST 8TH STREET		(360) 457-0461	US	WA	PORT ANGELES	98362	105 WEST 8TH STREET				461259100			2-ACC	0	1231	10-K	20181231	2018	FY	20190315	2019-03-14 21:31:00.0	0	1	fnwb-20181231.xml	1		177347296.00	20180630		
0001557142-19-000020	1557142	KADMON HOLDINGS, INC.	2834	US	NY	NEW YORK	10016	450 EAST 29TH STREET		212-308-6000	US	NY	NEW YORK	10016	450 EAST 29TH STREET		US	DE	273576929	KADMON HOLDINGS, LLC	20120829	2-ACC	0	1231	10-K	20181231	2018	FY	20190307	2019-03-07 16:48:00.0	0	1	kdmn-20181231.xml	1		256736160.00	20180630		
0001558235-19-000006	1558235	CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC	6798	US	NY	NEW YORK	10020	50 Rockefeller Plaza		212-492-1100	US	NY	New York	10020	50 Rockefeller Plaza		US	MD	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190313	2019-03-13 07:54:00.0	0	1	cpa18-20181231.xml	1		0.00	20180630		
0001558370-19-000033	1679273	LAMB WESTON HOLDINGS, INC.	2030	US	ID	EAGLE	83616	599 S. RIVERSHORE LANE		208.938.1047	US	ID	EAGLE	83616	599 S. RIVERSHORE LANE				611797411			1-LAF	0	0531	10-Q	20181130	2019	Q2	20190104	2019-01-04 14:26:00.0	0	1	lw-20181125.xml	1					
0001558370-19-000101	830524	CHASE CORP	3640	US	MA	WESTWOOD	02090	295 UNIVERSITY AVE		7813320700	US	MA	WESTWOOD	02090	295 UNIVERSITY AVE		US	MA	111797126			2-ACC	0	0831	10-Q	20181130	2019	Q1	20190108	2019-01-08 16:18:00.0	0	1	ccf-20181130.xml	1					
0001558370-19-000176	928465	AMCON DISTRIBUTING CO	5141	US	NE	OMAHA	68122	7405 IRVINGTON ROAD	POST OFFICE BOX 641940 (68164-7940)	4023313727	US	NE	OMAHA	68122	7405 IRVINGTON ROAD	POST OFFICE BOX 641940 (68164-7940)	US	DE	470702918			4-NON	0	0930	10-Q	20181231	2019	Q1	20190118	2019-01-18 16:14:00.0	0	1	dit-20181231.xml	1					
